Package,LibPath,Version,Priority,Built
influenceR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.0
ini,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.0,NA,3.4.2
interactiveDisplayBase,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.14.0,NA,3.4.0
ipred,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-6,NA,3.4.0
IRanges,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.10.5,NA,3.4.1
irlba,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.3.1,NA,3.4.2
irr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.84,NA,3.4.0
iterators,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.9,NA,3.4.3
janeaustenr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.5,NA,3.4.0
janitor,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.0.9000,NA,3.4.2
jsonlite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5,NA,3.4.0
kableExtra,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.2
KEGGREST,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.16.1,NA,3.4.1
kernlab,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-25,NA,3.4.0
KernSmooth,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.23-15,recommended,3.4.2
klaR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-12,NA,3.4.0
km.ci,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5-2,NA,3.4.0
KMsurv,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-5,NA,3.4.0
knitcitations,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.8,NA,3.4.1
knitr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.17,NA,3.4.1
ks,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.10.7,NA,3.4.1
labeling,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3,NA,3.4.0
laeken,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.6,NA,3.4.0
Lahman,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,6.0-0,NA,3.4.1
lambda.r,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2,NA,3.4.1
lars,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2,NA,3.4.0
lasso2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-19,NA,3.4.0
lattice,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.20-35,recommended,3.4.2
latticeExtra,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-28,NA,3.4.0
lava,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5.1,NA,3.4.2
lazyeval,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.1,NA,3.4.2
leaps,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.0,NA,3.4.0
learnr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9.1,NA,3.4.2
LiblineaR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.10-8,NA,3.4.0
limma,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.32.10,NA,3.4.2
limSolve,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5.5.3,NA,3.4.1
Linnorm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.8,NA,3.4.1
lme4,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-14,NA,3.4.2
lmerTest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0-36,NA,3.4.3
Lmoments,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-3,NA,3.4.0
lmtest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-35,NA,3.4.0
locfit,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5-9.1,NA,3.4.0
lokern,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-8,NA,3.4.0
lookup,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.0.9000,NA,3.4.2
lpSolve,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.6.13,NA,3.4.0
lpsymphony,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.1,NA,3.4.0
lsmeans,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.27-61,NA,3.4.2
lubridate,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.7.1,NA,3.4.2
lumi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.28.0,NA,3.4.0
magrittr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5,NA,3.4.0
mapdata,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.2-6,NA,3.4.0
mapproj,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-5,NA,3.4.0
maps,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.2.0,NA,3.4.0
markdown,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8,NA,3.4.0
MASS,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-47,recommended,3.4.2
MAST,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.1,NA,3.4.0
Matching,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.9-2,NA,3.4.0
MatchIt,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.0.1,NA,3.4.0
matlab,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.2,NA,3.4.0
Matrix,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-12,recommended,3.4.2
MatrixModels,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-1,NA,3.4.0
matrixStats,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.52.2,NA,3.4.0
maxLik,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-4,NA,3.4.0
maxstat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7-25,NA,3.4.0
mclust,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.4,NA,3.4.3
mcmc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-5,NA,3.4.0
MCMCpack,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4-1,NA,3.4.3
mdsr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.4,NA,3.4.1
memisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.99.14.7,NA,3.4.3
memoise,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.0,NA,3.4.2
MetabolAnalyze,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3,NA,3.4.0
MetaSKAT,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.60,NA,3.4.0
methods,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
methyAnalysis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.18.0,NA,3.4.0
methylumi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.22.0,NA,3.4.0
mgcv,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8-22,recommended,3.4.2
microRNA,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.34.0,NA,3.4.0
mime,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.0
minfi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.22.1,NA,3.4.0
miniUI,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.0
minpack.lm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-1,NA,3.4.0
minqa,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.4,NA,3.4.0
misc3d,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8-4,NA,3.4.0
miscTools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-22,NA,3.4.0
MiST,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0,NA,3.4.0
MixAll,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.0,NA,3.4.0
mlbench,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1-1,NA,3.4.0
mnormt,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5-5,NA,3.4.0
ModelMetrics,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.0,NA,3.4.0
modelr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.1
modeltools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2-21,NA,3.4.0
moments,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14,NA,3.4.0
monocle,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4.0,NA,3.4.0
mosaic,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.3
mosaicCore,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.2,NA,3.4.3
mosaicData,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14.0,NA,3.4.0
mouse430a2.db,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.2.3,NA,3.4.2
mouse430a2cdf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.18.0,NA,3.4.2
msir,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.1,NA,3.4.0
multcomp,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4-8,NA,3.4.2
multicool,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-10,NA,3.4.0
multtest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.32.0,NA,3.4.0
munsell,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.3,NA,3.4.0
mvoutlier,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.8,NA,3.4.0
mvtnorm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-6,NA,3.4.0
naniar,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.1
ncdf4,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.16,NA,3.4.0
networkD3,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4,NA,3.4.0
NHANES,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.0,NA,3.4.0
nleqslv,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.3.1,NA,3.4.1
nlme,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.1-131,recommended,3.4.2
nloptr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.4,NA,3.4.0
NMF,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.20.6,NA,3.4.0
nnet,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,7.3-12,recommended,3.4.2
nnls,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4,NA,3.4.0
NOISeq,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.20.0,NA,3.4.0
nor1mix,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-3,NA,3.4.1
nortest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-4,NA,3.4.0
numDeriv,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2016.8-1,NA,3.4.0
nycflights13,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.2,NA,3.4.0
officer,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.0,NA,3.4.3
okcupiddata,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.0
oligo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.40.2,NA,3.4.1
oligoClasses,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.38.0,NA,3.4.0
oneKP,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.2
openair,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1-5,NA,3.4.1
openssl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9.9,NA,3.4.2
org.Hs.eg.db,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.1,NA,3.4.2
org.Mm.eg.db,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.1,NA,3.4.2
outliers,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14,NA,3.4.0
packrat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.8-1,NA,3.4.0
pacman,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.6,NA,3.4.0
pander,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6.1,NA,3.4.1
parallel,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.4.2,base,3.4.2
pbkrtest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-7,NA,3.4.0
pcaMethods,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.68.0,NA,3.4.0
pcaPP,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.9-72,NA,3.4.1
pcvsuite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0,NA,3.4.2
pd.hta.2.0,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.12.2,NA,3.4.2
pd.mogene.2.0.st,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.14.1,NA,3.4.2
pd.mta.1.0,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.12.0,NA,3.4.2
pd.rabgene.1.0.st,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.12.0,NA,3.4.2
penalized,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-50,NA,3.4.0
permute,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-4,NA,3.4.0
pheatmap,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.8,NA,3.4.0
phyloseq,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.20.0,NA,3.4.0
pillar,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.0,NA,3.4.3
pkgconfig,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.1,NA,3.4.0
pkgmaker,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.22,NA,3.4.0
PKI,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-5.1,NA,3.4.1
plogr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-1,NA,3.4.0
plotly,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.7.1,NA,3.4.1
plotmo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.3.4,NA,3.4.1
plotrix,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,3.7,NA,3.4.3
pls,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.6-0,NA,3.4.0
plyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8.4,NA,3.4.0
png,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-7,NA,3.4.0
polspline,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.12,NA,3.4.0
powerGWASinteraction,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.3,NA,3.4.0
powerSurvEpi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.9,NA,3.4.0
ppcor,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1,NA,3.4.0
prabclus,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.2-6,NA,3.4.0
pracma,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.1.1,NA,3.4.3
praise,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
preprocessCore,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.38.1,NA,3.4.0
prettydoc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.0,NA,3.4.0
prettyunits,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.2,NA,3.4.0
printr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1,NA,3.4.0
pROC,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.10.0,NA,3.4.0
processx,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.0.1,NA,3.4.1
prodlim,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.6.1,NA,3.4.0
profvis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.4,NA,3.4.3
progress,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.2,NA,3.4.0
ProtGenerics,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8.0,NA,3.4.0
proto,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
proxy,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-20,NA,3.4.3
pryr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.3,NA,3.4.2
pscl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5.2,NA,3.4.2
psych,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.7.8,NA,3.4.2
purrr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.4,NA,3.4.2
purrrlyr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.2,NA,3.4.0
pwr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-1,NA,3.4.0
qap,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1-1,NA,3.4.0
qlcMatrix,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9.5,NA,3.4.0
qqman,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.4,NA,3.4.0
quadprog,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5-5,NA,3.4.0
quantmod,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-12,NA,3.4.3
quantreg,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.34,NA,3.4.2
qvalue,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.8.0,NA,3.4.0
R.cache,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12.0,NA,3.4.0
R.methodsS3,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.7.1,NA,3.4.0
R.oo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.21.0,NA,3.4.0
R.utils,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.6.0,NA,3.4.2
R2HTML,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.3.2,NA,3.4.0
R6,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.2.2,NA,3.4.0
rafalib,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
randomForest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.6-12,NA,3.4.0
rappdirs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.1,NA,3.4.0
rARPACK,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.11-0,NA,3.4.0
RBGL,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.52.0,NA,3.4.0
RColorBrewer,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-2,NA,3.4.0
Rcpp,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12.15,NA,3.4.3
RcppArmadillo,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.300.1.0,NA,3.4.3
RcppEigen,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.3.3.1,NA,3.4.3
RcppRoll,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.2,NA,3.4.0
RCurl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.95-4.8,NA,3.4.0
readr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.1,NA,3.4.0
readxl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
recipes,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.3
RefManageR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14.20,NA,3.4.1
registry,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.3
rematch,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.1,NA,3.4.0
rematch2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.1,NA,3.4.1
remedy,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.0.0.9000,NA,3.4.2
repmis,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5,NA,3.4.0
repr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12.0,NA,3.4.0
reprex,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.1,NA,3.4.0
repurrrsive,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.0,NA,3.4.1
reshape,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.7,NA,3.4.1
reshape2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.3,NA,3.4.3
revealjs,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9,NA,3.4.0
rex,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1.2,NA,3.4.2
RGA,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.2,NA,3.4.0
rgenoud,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.8-1.0,NA,3.4.2
rgexf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.15.3,NA,3.4.0
rgl,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.98.22,NA,3.4.3
RgoogleMaps,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.1,NA,3.4.0
Rgraphviz,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.20.0,NA,3.4.0
rhdf5,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.20.0,NA,3.4.0
rhesuscdf,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.18.0,NA,3.4.2
rJava,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9-9,NA,3.4.2
rjson,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2.15,NA,3.4.0
RJSONIO,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3-0,NA,3.4.0
rlang,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.1.6.9003,NA,3.4.2
rlist,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4.6.1,NA,3.4.0
rmarkdown,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8,NA,3.4.2
Rmisc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.5,NA,3.4.0
rms,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,5.1-1,NA,3.4.0
RMTstat,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3,NA,3.4.0
RMySQL,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.10.13,NA,3.4.1
RNASeqPower,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.16.0,NA,3.4.0
RnaSeqSampleSize,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8.1,NA,3.4.1
RnaSeqSampleSizeData,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.8.0,NA,3.4.2
rngtools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2.4,NA,3.4.0
robCompositions,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0.6,NA,3.4.1
robust,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.4-18,NA,3.4.0
robustbase,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.92-8,NA,3.4.2
ROCR,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0-7,NA,3.4.0
Rook,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.1-1,NA,3.4.0
ROTS,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.0,NA,3.4.0
roxygen2,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,6.0.1,NA,3.4.0
rpart,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,4.1-11,recommended,3.4.2
RPostgreSQL,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.6-2,NA,3.4.1
rprojroot,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2,NA,3.4.0
RPushbullet,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.1,NA,3.4.0
rrcov,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4-3,NA,3.4.0
Rsamtools,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.28.0,NA,3.4.0
rsconnect,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8.5,NA,3.4.1
RSpectra,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.12-0,NA,3.4.0
RSQLite,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.0,NA,3.4.1
rstudioapi,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.7,NA,3.4.1
rsvd,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.9,NA,3.4.3
rtkore,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.1,NA,3.4.0
rtracklayer,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.36.6,NA,3.4.2
Rtsne,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.13,NA,3.4.0
Rttf2pt1,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.3.5,NA,3.4.3
RUVSeq,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.10.0,NA,3.4.0
rversions,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.3,NA,3.4.0
rvest,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3.2,NA,3.4.0
S4Vectors,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.14.7,NA,3.4.1
samplesize,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.2-4,NA,3.4.0
sandwich,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4-0,NA,3.4.1
sbfc,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.1,NA,3.4.0
scales,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.5.0.9000,NA,3.4.2
scater,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.0,NA,3.4.0
scatterplot3d,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-40,NA,3.4.0
scDD,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.0.0,NA,3.4.0
scde,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2.4.1,NA,3.4.0
SCnorm,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.99.7,NA,3.4.2
scran,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.4.5,NA,3.4.1
selectr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.3-1,NA,3.4.0
seriation,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,1.2-2,NA,3.4.0
servr,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,0.8,NA,3.4.2
setRNG,/Library/Frameworks/R.framework/Versions/3.4/Resources/library,2013.9-1,NA,3.4.0
